init_date,valid_date,lead_hours,region,forecast_precip_mm,forecast_temp_c,observed_precip_mm,regime,forecast_error_mm,month,doy,predicted_regime,corrected_precip_mm,corrected_error_mm,abs_corrected_error,is_bust,regime_confidence,bust_probability
2023-08-22,2023-08-25,72,Maharashtra,0.8342074751853943,23.618310546875023,6.094995975494385,break,-5.260788500308991,8,237,break,4.047020678311142,-2.0479752971832426,2.0479752971832426,0,0.975,0.5072447811357206
2023-08-23,2023-08-26,72,Maharashtra,0.5730623602867126,23.317010498046898,2.9580836296081543,break,-2.3850212693214417,8,238,break,3.78587556341246,0.8277919338043058,0.8277919338043058,0,0.995,0.4854526590179364
2023-08-24,2023-08-27,72,Maharashtra,0.6321386694908142,22.896508789062523,1.8494079113006592,break,-1.217269241809845,8,239,break,3.8449518726165617,1.9955439613159025,1.9955439613159025,0,0.89,0.5037397624546934
2023-08-25,2023-08-28,72,Maharashtra,0.5394813418388367,22.892938232421898,1.0163356065750122,break,-0.4768542647361755,8,240,break,3.752294544964584,2.735958938389572,2.735958938389572,0,0.975,0.4904356371955967
2023-08-26,2023-08-29,72,Maharashtra,0.3876019716262817,22.7548767089844,0.4644916951656341,break,-0.0768897235393524,8,241,break,3.600415174752029,3.135923479586395,3.135923479586395,0,0.99,0.47870115094489546
2023-08-27,2023-08-30,72,Maharashtra,0.0845716819167137,23.0961853027344,0.3533019423484802,break,-0.2687302604317665,8,242,break,3.297384885042461,2.944082942693981,2.944082942693981,0,0.99,0.45527066630231333
2023-08-28,2023-08-31,72,Maharashtra,0.2456293702125549,24.043634033203148,1.1320838928222656,break,-0.8864545226097107,8,243,break,3.4584425733383024,2.326358680516037,2.326358680516037,0,0.995,0.4718029013306162
2023-08-29,2023-09-01,72,Maharashtra,0.2751311063766479,24.1310974121094,1.3622562885284424,break,-1.0871251821517944,9,244,break,3.4879443095023954,2.125688020973953,2.125688020973953,0,0.97,0.5011646605661321
2023-08-30,2023-09-02,72,Maharashtra,0.7981497645378113,24.218591308593773,9.559320449829102,break,-8.76117068529129,9,245,break,4.010962967663559,-5.548357482165542,5.548357482165542,0,0.91,0.5555184824154078
2023-08-31,2023-09-03,72,Maharashtra,2.543852090835572,23.8857360839844,13.777984619140623,break,-11.234132528305052,9,246,break,5.756665293961319,-8.021319325179304,8.021319325179304,1,0.925,0.6986157125512212
