init_date,valid_date,lead_hours,region,forecast_precip_mm,forecast_temp_c,observed_precip_mm,regime,forecast_error_mm
2023-07-05,2023-07-08,72,Maharashtra,1.856643319129944,23.953393554687523,12.035481452941896,active,-10.178838133811952
2023-07-06,2023-07-09,72,Maharashtra,0.8477563858032227,24.3159118652344,7.089992523193359,active,-6.242236137390137
2023-07-07,2023-07-10,72,Maharashtra,0.937062919139862,24.469140625000023,7.0074639320373535,active,-6.0704010128974915
2023-07-08,2023-07-11,72,Maharashtra,0.7275640964508057,24.432580566406276,16.543922424316406,active,-15.8163583278656
2023-07-09,2023-07-12,72,Maharashtra,1.0434149503707886,24.844018554687523,9.772382736206056,active,-8.728967785835268
2023-07-10,2023-07-13,72,Maharashtra,0.4139714539051056,24.108239746093773,9.175885200500488,active,-8.761913746595383
2023-07-11,2023-07-14,72,Maharashtra,0.5965909361839294,24.520318603515648,8.97434139251709,active,-8.37775045633316
2023-07-12,2023-07-15,72,Maharashtra,1.6061334609985352,24.690270996093773,13.9805908203125,active,-12.374457359313965
2023-07-13,2023-07-16,72,Maharashtra,2.8667685985565186,23.589654541015648,11.504498481750488,active,-8.63772988319397
2023-07-14,2023-07-17,72,Maharashtra,1.3306381702423096,23.482293701171898,17.234603881835938,active,-15.903965711593628
2023-07-15,2023-07-18,72,Maharashtra,1.402462124824524,23.737481689453148,35.33662414550781,active,-33.93416202068329
2023-07-16,2023-07-19,72,Maharashtra,1.7387092113494873,23.685205078125023,27.36490249633789,active,-25.626193284988403
2023-07-17,2023-07-20,72,Maharashtra,1.001019835472107,23.510156250000023,22.94440269470215,active,-21.94338285923004
2023-07-18,2023-07-21,72,Maharashtra,0.6302447319030762,23.6193786621094,31.932228088378903,active,-31.301983356475827
2023-07-19,2023-07-22,72,Maharashtra,1.8202214241027832,23.984582519531276,20.57537651062012,active,-18.755155086517338
2023-07-20,2023-07-23,72,Maharashtra,1.0571095943450928,23.685449218750023,13.58071231842041,active,-12.523602724075317
2023-07-21,2023-07-24,72,Maharashtra,1.6195367574691772,23.893762207031276,14.788373947143556,active,-13.16883718967438
2023-07-22,2023-07-25,72,Maharashtra,3.7198426723480233,23.542260742187523,22.808794021606445,active,-19.088951349258423
2023-07-23,2023-07-26,72,Maharashtra,5.508450031280518,23.558770751953148,37.872894287109375,active,-32.36444425582886
2023-07-24,2023-07-27,72,Maharashtra,8.20272445678711,23.475305175781276,37.262508392333984,active,-29.059783935546875
2023-07-25,2023-07-28,72,Maharashtra,5.023819923400879,23.592797851562523,10.083449363708496,active,-5.059629440307617
2023-07-26,2023-07-29,72,Maharashtra,1.6984994411468506,22.9252868652344,1.950772762298584,active,-0.2522733211517334
2023-07-27,2023-07-30,72,Maharashtra,0.5423222780227661,23.023797607421898,2.1207425594329834,active,-1.5784202814102173
2023-07-28,2023-07-31,72,Maharashtra,1.0381702184677124,23.714990234375023,3.168473958969116,active,-2.130303740501404
2023-07-29,2023-08-01,72,Maharashtra,3.620119571685791,23.7241149902344,3.967720031738281,break,-0.3476004600524898
2023-07-30,2023-08-02,72,Maharashtra,1.426573395729065,23.674249267578148,8.372653007507324,break,-6.946079611778259
2023-07-31,2023-08-03,72,Maharashtra,1.5634469985961914,23.586114501953148,12.81719207763672,break,-11.25374507904053
2023-08-01,2023-08-04,72,Maharashtra,1.1244173049926758,23.212579345703148,1.5575602054595947,break,-0.43314290046691895
2023-08-02,2023-08-05,72,Maharashtra,0.684003472328186,23.477838134765648,0.4436182081699371,break,0.24038526415824896
2023-08-03,2023-08-06,72,Maharashtra,0.3608683049678802,23.497644042968773,0.4888158738613128,break,-0.12794756889343262
2023-08-04,2023-08-07,72,Maharashtra,0.3956148028373718,23.488946533203148,0.4428153038024902,break,-0.04720050096511835
2023-08-05,2023-08-08,72,Maharashtra,0.2981497645378113,23.557580566406276,0.7529640793800354,break,-0.4548143148422241
2023-08-06,2023-08-09,72,Maharashtra,0.3714306652545929,23.367456054687523,0.6160570383071899,break,-0.24462637305259705
2023-08-07,2023-08-10,72,Maharashtra,0.5056818127632141,23.3762145996094,0.5485551357269287,break,-0.0428733229637146
2023-08-08,2023-08-11,72,Maharashtra,0.5127476453781128,23.667779541015648,0.6611539721488953,break,-0.14840632677078247
2023-08-09,2023-08-12,72,Maharashtra,0.4292686581611633,23.785668945312523,0.8925894498825073,break,-0.46332079172134405
2023-08-10,2023-08-13,72,Maharashtra,0.2612907886505127,23.409753417968773,0.7152494192123413,break,-0.4539586305618286
2023-08-11,2023-08-14,72,Maharashtra,0.2251602560281753,23.732202148437523,2.0754196643829346,break,-1.8502594083547592
2023-08-12,2023-08-15,72,Maharashtra,0.2942161858081817,23.561547851562523,1.2900809049606323,break,-0.9958647191524506
2023-08-13,2023-08-16,72,Maharashtra,0.2228292524814605,23.477746582031276,0.7786887288093567,break,-0.5558594763278962
2023-08-14,2023-08-17,72,Maharashtra,0.1285693496465683,23.481378173828148,8.64005184173584,break,-8.511482492089272
2023-08-15,2023-08-18,72,Maharashtra,0.4120046496391296,23.485223388671898,12.964486122131348,break,-12.552481472492218
2023-08-16,2023-08-19,72,Maharashtra,1.7303321361541748,23.154565429687523,13.712803840637209,break,-11.982471704483034
2023-08-17,2023-08-20,72,Maharashtra,0.9884907007217408,22.036492919921898,1.9119642972946167,break,-0.9234735965728759
2023-08-18,2023-08-21,72,Maharashtra,0.5421037077903748,22.191857910156276,0.4777061641216278,break,0.06439754366874695
2023-08-19,2023-08-22,72,Maharashtra,0.2660256326198578,23.044763183593773,1.3873212337493896,break,-1.1212956011295319
2023-08-20,2023-08-23,72,Maharashtra,0.5547785758972168,23.396356201171898,2.7913637161254883,break,-2.2365851402282715
2023-08-21,2023-08-24,72,Maharashtra,0.3748543262481689,23.579888916015648,3.543219804763794,break,-3.168365478515625
2023-08-22,2023-08-25,72,Maharashtra,0.8342074751853943,23.618310546875023,6.094995975494385,break,-5.2607885003089905
2023-08-23,2023-08-26,72,Maharashtra,0.5730623602867126,23.317010498046898,2.9580836296081543,break,-2.3850212693214417
2023-08-24,2023-08-27,72,Maharashtra,0.6321386694908142,22.896508789062523,1.8494079113006592,break,-1.217269241809845
2023-08-25,2023-08-28,72,Maharashtra,0.5394813418388367,22.892938232421898,1.0163356065750122,break,-0.47685426473617554
2023-08-26,2023-08-29,72,Maharashtra,0.3876019716262817,22.7548767089844,0.4644916951656341,break,-0.07688972353935242
2023-08-27,2023-08-30,72,Maharashtra,0.0845716819167137,23.0961853027344,0.3533019423484802,break,-0.2687302604317665
2023-08-28,2023-08-31,72,Maharashtra,0.2456293702125549,24.043634033203148,1.1320838928222656,break,-0.8864545226097107
2023-08-29,2023-09-01,72,Maharashtra,0.2751311063766479,24.1310974121094,1.3622562885284424,break,-1.0871251821517944
2023-08-30,2023-09-02,72,Maharashtra,0.7981497645378113,24.218591308593773,9.559320449829102,break,-8.76117068529129
2023-08-31,2023-09-03,72,Maharashtra,2.5438520908355717,23.8857360839844,13.777984619140623,break,-11.234132528305052
2023-09-01,2023-09-04,72,Maharashtra,3.0729894638061523,23.486840820312523,11.296725273132324,break,-8.223735809326172
2023-09-02,2023-09-05,72,Maharashtra,2.5182838439941406,22.739648437500023,10.156848907470703,active,-7.6385650634765625
2023-09-03,2023-09-06,72,Maharashtra,4.225597381591797,23.1931091308594,8.736355781555176,active,-4.510758399963379
2023-09-04,2023-09-07,72,Maharashtra,4.707458972930908,23.3503356933594,14.332871437072754,active,-9.625412464141846
2023-09-05,2023-09-08,72,Maharashtra,3.072115421295166,23.287927246093773,16.4732723236084,active,-13.401156902313232
2023-09-06,2023-09-09,72,Maharashtra,1.317453384399414,23.059716796875023,5.803734302520752,active,-4.486280918121338
2023-09-07,2023-09-10,72,Maharashtra,0.8268502354621887,23.264947509765648,4.745981693267822,active,-3.9191314578056335
2023-09-08,2023-09-11,72,Maharashtra,1.1809440851211548,22.8622985839844,2.357877492904663,active,-1.1769334077835083
2023-09-09,2023-09-12,72,Maharashtra,1.0552884340286257,23.056085205078148,2.210803747177124,break,-1.1555153131484983
2023-09-10,2023-09-13,72,Maharashtra,0.7787004709243774,22.900231933593773,4.986971855163574,break,-4.208271384239197
2023-09-11,2023-09-14,72,Maharashtra,1.9029719829559328,22.907586669921898,9.590147018432615,break,-7.687175035476683
2023-09-12,2023-09-15,72,Maharashtra,1.1813082695007324,22.671685791015648,16.538307189941406,break,-15.356998920440674
2023-09-13,2023-09-16,72,Maharashtra,3.4718823432922363,22.567407226562523,13.949082374572754,active,-10.477200031280518
2023-09-14,2023-09-17,72,Maharashtra,1.33500874042511,22.018640136718773,3.0475807189941406,active,-1.7125719785690305
2023-09-15,2023-09-18,72,Maharashtra,0.7526952028274536,22.302117919921898,0.9067911505699158,active,-0.15409594774246216
2023-09-16,2023-09-19,72,Maharashtra,0.4983246028423309,23.078576660156276,0.9034242630004884,break,-0.4050996601581575
2023-09-17,2023-09-20,72,Maharashtra,0.4793123602867126,23.479913330078148,6.760038375854492,break,-6.2807260155677795
2023-09-18,2023-09-21,72,Maharashtra,2.803467273712158,23.360498046875023,19.320316314697266,break,-16.516849040985107
2023-09-19,2023-09-22,72,Maharashtra,4.62725830078125,23.234033203125023,12.22842788696289,break,-7.601169586181641
2023-09-20,2023-09-23,72,Maharashtra,0.9696969985961914,22.797723388671898,14.885294914245604,active,-13.915597915649412
2023-09-21,2023-09-24,72,Maharashtra,1.0257139205932615,22.579248046875023,9.552360534667969,active,-8.526646614074707
2023-09-22,2023-09-25,72,Maharashtra,0.8326048851013184,22.799584960937523,6.588942050933838,active,-5.7563371658325195
2023-09-23,2023-09-26,72,Maharashtra,0.956512212753296,22.7404724121094,11.853008270263672,active,-10.896496057510376
2023-09-24,2023-09-27,72,Maharashtra,1.2469406127929688,23.270867919921898,4.674537658691406,active,-3.4275970458984375
2023-09-25,2023-09-28,72,Maharashtra,1.6345425844192505,23.657617187500023,7.275720596313477,break,-5.641178011894226
2023-09-26,2023-09-29,72,Maharashtra,1.7009761333465576,23.666528320312523,10.696734428405762,active,-8.995758295059204
2023-09-27,2023-09-30,72,Maharashtra,1.719041347503662,23.667108154296898,8.521261215209961,active,-6.802219867706299
